season,week,game_id,gameday,home_team,away_team,home_score,away_score,home_team_won,home_point_diff,home_games_played_before,home_avg_points_scored_before,home_avg_points_allowed_before,home_avg_point_diff_before,home_win_pct_before,home_last3_avg_points_scored,home_last3_avg_points_allowed,home_last3_avg_point_diff,home_last3_win_pct,away_games_played_before,away_avg_points_scored_before,away_avg_points_allowed_before,away_avg_point_diff_before,away_win_pct_before,away_last3_avg_points_scored,away_last3_avg_points_allowed,away_last3_avg_point_diff,away_last3_win_pct,avg_points_scored_diff,avg_points_allowed_diff,avg_point_diff_diff,win_pct_diff,last3_avg_points_scored_diff,last3_avg_points_allowed_diff,last3_avg_point_diff_diff,last3_win_pct_diff,home_off_epa_per_play_before,home_def_epa_allowed_per_play_before,home_last3_off_epa_per_play,home_last3_def_epa_allowed_per_play,away_off_epa_per_play_before,away_def_epa_allowed_per_play_before,away_last3_off_epa_per_play,away_last3_def_epa_allowed_per_play,off_epa_per_play_diff,def_epa_allowed_per_play_diff,last3_off_epa_per_play_diff,last3_def_epa_allowed_per_play_diff
2018,2,2018_02_LAC_BUF,2018-09-16,BUF,LAC,20.0,31.0,0,-11.0,1,3.0,47.0,-44.0,0.0,3.0,47.0,-44.0,0.0,1,28.0,38.0,-10.0,0.0,28.0,38.0,-10.0,0.0,-25.0,9.0,-34.0,0.0,-25.0,9.0,-34.0,0.0,-0.6515903160220287,0.04559892336527507,-0.6515902876853943,0.04559892416000366,0.24456970413009843,0.20912179079922763,0.24456970393657684,0.20912179350852966,-0.8961600201521271,-0.16352286743395256,-0.8961599916219711,-0.163522869348526
2018,2,2018_02_MIN_GB,2018-09-16,GB,MIN,29.0,29.0,0,0.0,1,24.0,23.0,1.0,1.0,24.0,23.0,1.0,1.0,1,24.0,16.0,8.0,1.0,24.0,16.0,8.0,1.0,0.0,7.0,-7.0,0.0,0.0,7.0,-7.0,0.0,-0.023443917096671412,-0.03789421645077792,-0.0234439168125391,-0.03789421543478966,-0.1941756933507785,-0.36295196658275164,-0.19417569041252136,-0.36295196413993835,0.1707317762541071,0.3250577501319737,0.17073177359998226,0.3250577487051487
2018,2,2018_02_CLE_NO,2018-09-16,NO,CLE,21.0,18.0,1,3.0,1,40.0,48.0,-8.0,0.0,40.0,48.0,-8.0,0.0,1,21.0,21.0,0.0,0.0,21.0,21.0,0.0,0.0,19.0,27.0,-8.0,0.0,19.0,27.0,-8.0,0.0,0.19385248715760278,0.44552757000101023,0.1938524842262268,0.445527583360672,-0.16168513752165295,-0.14973205856130092,-0.16168513894081116,-0.1497320532798767,0.35553762467925576,0.5952596285623112,0.35553762316703796,0.5952596366405487
2018,2,2018_02_MIA_NYJ,2018-09-16,NYJ,MIA,12.0,20.0,0,-8.0,1,48.0,17.0,31.0,1.0,48.0,17.0,31.0,1.0,1,27.0,20.0,7.0,1.0,27.0,20.0,7.0,1.0,21.0,-3.0,24.0,0.0,21.0,-3.0,24.0,0.0,0.12073590137340405,-0.41185072696570196,0.12073589861392975,-0.4118507206439972,-0.011951567871229989,-0.2904205322265625,-0.011951567605137825,-0.2904205322265625,0.13268746924463404,-0.12143019473913946,0.13268746621906757,-0.12143018841743469
2018,2,2018_02_KC_PIT,2018-09-16,PIT,KC,37.0,42.0,0,-5.0,1,21.0,21.0,0.0,0.0,21.0,21.0,0.0,0.0,1,38.0,28.0,10.0,1.0,38.0,28.0,10.0,1.0,-17.0,-7.0,-10.0,-1.0,-17.0,-7.0,-10.0,-1.0,-0.14973205856130092,-0.16168513752165295,-0.1497320532798767,-0.16168513894081116,0.20912179079922763,0.24456970413009843,0.20912179350852966,0.24456970393657684,-0.35885384936052855,-0.4062548416517514,-0.35885384678840637,-0.406254842877388
2018,2,2018_02_PHI_TB,2018-09-16,TB,PHI,27.0,21.0,1,6.0,1,48.0,40.0,8.0,1.0,48.0,40.0,8.0,1.0,1,18.0,12.0,6.0,1.0,18.0,12.0,6.0,1.0,30.0,28.0,2.0,0.0,30.0,28.0,2.0,0.0,0.44552757000101023,0.19385248715760278,0.445527583360672,0.1938524842262268,-0.08164934813976288,-0.2209353520320012,-0.08164934813976288,-0.22093534469604492,0.527176918140773,0.414787839189604,0.5271769315004349,0.41478782892227173
2018,2,2018_02_HOU_TEN,2018-09-16,TEN,HOU,20.0,17.0,1,3.0,1,20.0,27.0,-7.0,0.0,20.0,27.0,-7.0,0.0,1,20.0,27.0,-7.0,0.0,20.0,27.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2904205322265625,-0.011951567871229989,-0.2904205322265625,-0.011951567605137825,-0.16996755599975585,-0.011553284194734361,-0.16996756196022034,-0.011553283780813217,-0.12045297622680665,-0.0003982836764956279,-0.12045297026634216,-0.00039828382432460785
2018,2,2018_02_IND_WAS,2018-09-16,WAS,IND,9.0,21.0,0,-12.0,1,24.0,6.0,18.0,1.0,24.0,6.0,18.0,1.0,1,23.0,34.0,-11.0,0.0,23.0,34.0,-11.0,0.0,1.0,-28.0,29.0,1.0,1.0,-28.0,29.0,1.0,0.1690906318458351,-0.23807424657485066,0.1690906286239624,-0.23807424306869507,-0.09216547012329102,0.01755064368247986,-0.09216547012329102,0.017550643533468246,0.2612561019691261,-0.25562489025733054,0.2612560987472534,-0.2556248866021633
2018,2,2018_02_ARI_LA,2018-09-16,LA,ARI,34.0,0.0,1,34.0,1,33.0,13.0,20.0,1.0,33.0,13.0,20.0,1.0,1,6.0,24.0,-18.0,0.0,6.0,24.0,-18.0,0.0,27.0,-11.0,38.0,1.0,27.0,-11.0,38.0,1.0,0.13713576429981297,-0.19713124632835388,0.13713575899600983,-0.19713124632835388,-0.23807424657485066,0.1690906318458351,-0.23807424306869507,0.1690906286239624,0.37521001087466366,-0.36622187817418894,0.3752100020647049,-0.3662218749523163
2018,2,2018_02_DET_SF,2018-09-16,SF,DET,30.0,27.0,1,3.0,1,16.0,24.0,-8.0,0.0,16.0,24.0,-8.0,0.0,1,17.0,48.0,-31.0,0.0,17.0,48.0,-31.0,0.0,-1.0,-24.0,23.0,0.0,-1.0,-24.0,23.0,0.0,-0.36295196658275164,-0.1941756933507785,-0.36295196413993835,-0.19417569041252136,-0.41185072696570196,0.12073590137340405,-0.4118507206439972,0.12073589861392975,0.048898760382950324,-0.31491159472418256,0.04889875650405884,-0.3149115890264511
2018,2,2018_02_OAK_DEN,2018-09-16,DEN,OAK,20.0,19.0,1,1.0,1,27.0,24.0,3.0,1.0,27.0,24.0,3.0,1.0,1,13.0,33.0,-20.0,0.0,13.0,33.0,-20.0,0.0,14.0,-9.0,23.0,1.0,14.0,-9.0,23.0,1.0,-0.1092679434352451,-0.0692716121673584,-0.1092679426074028,-0.06927160918712616,0.0,0.0,0.0,0.0,-0.1092679434352451,-0.0692716121673584,-0.1092679426074028,-0.06927160918712616
2018,2,2018_02_NE_JAX,2018-09-16,JAX,NE,31.0,20.0,1,11.0,1,20.0,15.0,5.0,1.0,20.0,15.0,5.0,1.0,1,27.0,20.0,7.0,1.0,27.0,20.0,7.0,1.0,-7.0,-5.0,-2.0,0.0,-7.0,-5.0,-2.0,0.0,-0.04555286169052124,-0.2367858432588123,-0.04555286094546318,-0.23678584396839142,-0.011553284194734361,-0.16996755599975585,-0.011553283780813217,-0.16996756196022034,-0.03399957749578687,-0.06681828725905645,-0.03399957716464996,-0.06681828200817108
2018,2,2018_02_NYG_DAL,2018-09-16,DAL,NYG,20.0,13.0,1,7.0,1,8.0,16.0,-8.0,0.0,8.0,16.0,-8.0,0.0,1,15.0,20.0,-5.0,0.0,15.0,20.0,-5.0,0.0,-7.0,-4.0,-3.0,0.0,-7.0,-4.0,-3.0,0.0,-0.13514361465186403,-0.03455032973453916,-0.13514360785484314,-0.03455033153295517,-0.2367858432588123,-0.04555286169052124,-0.23678584396839142,-0.04555286094546318,0.10164222860694827,0.011002531955982074,0.10164223611354828,0.01100252941250801
2018,2,2018_02_SEA_CHI,2018-09-17,CHI,SEA,24.0,17.0,1,7.0,1,23.0,24.0,-1.0,0.0,23.0,24.0,-1.0,0.0,1,24.0,27.0,-3.0,0.0,24.0,27.0,-3.0,0.0,-1.0,-3.0,2.0,0.0,-1.0,-3.0,2.0,0.0,-0.03789421645077792,-0.023443917096671412,-0.03789421543478966,-0.0234439168125391,-0.0692716121673584,-0.1092679434352451,-0.06927160918712616,-0.1092679426074028,0.03137739571658048,0.08582402633857368,0.0313773937523365,0.0858240257948637
2018,3,2018_03_NYJ_CLE,2018-09-20,CLE,NYJ,21.0,17.0,1,4.0,2,19.5,21.0,-1.5,0.0,19.5,21.0,-1.5,0.0,2,30.0,18.5,11.5,0.5,30.0,18.5,11.5,0.5,-10.5,2.5,-13.0,-0.5,-10.5,2.5,-13.0,-0.5,-0.13460461298624674,-0.1556453432355608,-0.12918850779533386,-0.15651778876781464,-0.09717284308539496,-0.2852455013054461,-0.08160794526338577,-0.272584967315197,-0.03743176990085177,0.1296001580698853,-0.04758056253194809,0.11606717854738235
2018,3,2018_03_NO_ATL,2018-09-23,ATL,NO,37.0,43.0,0,-6.0,2,21.5,21.0,0.5,0.5,21.5,21.0,0.5,0.5,2,30.5,33.0,-2.5,0.5,30.5,33.0,-2.5,0.5,-9.0,-12.0,3.0,0.0,-9.0,-12.0,3.0,0.0,-0.011001998901367188,0.024035113726475443,-0.002254769206047058,0.02322215586900711,0.015274477786705142,0.16982275752697962,0.015274479985237122,0.17441785335540771,-0.02627647668807233,-0.14578764380050419,-0.01752924919128418,-0.1511956974864006
2018,3,2018_03_DEN_BAL,2018-09-23,BAL,DEN,27.0,14.0,1,13.0,2,35.0,18.5,16.5,0.5,35.0,18.5,16.5,0.5,2,23.5,21.5,2.0,1.0,23.5,21.5,2.0,1.0,11.5,-3.0,14.5,-0.5,11.5,-3.0,14.5,-0.5,-0.0499337903914913,-0.26380370045436247,-0.0469483882188797,-0.2887328192591667,-0.014198085841010599,0.015407651403675908,-0.008256219327449799,0.011879350990056992,-0.0357357045504807,-0.27921135185803836,-0.0386921688914299,-0.3006121702492237
2018,3,2018_03_CIN_CAR,2018-09-23,CAR,CIN,31.0,21.0,1,10.0,2,20.0,19.5,0.5,0.5,20.0,19.5,0.5,0.5,2,34.0,23.0,11.0,1.0,34.0,23.0,11.0,1.0,-14.0,-3.5,-10.5,-0.5,-14.0,-3.5,-10.5,-0.5,0.05139974656143809,0.04514839302780282,0.046771664172410965,0.04064109921455383,0.05055214564005534,-0.11628278501474174,0.04583764635026455,-0.11583058536052704,0.0008476009213827448,0.16143117804254456,0.0009340178221464157,0.15647168457508087
2018,3,2018_03_NYG_HOU,2018-09-23,HOU,NYG,22.0,27.0,0,-5.0,2,18.5,23.5,-5.0,0.0,18.5,23.5,-5.0,0.0,2,14.0,20.0,-6.0,0.0,14.0,20.0,-6.0,0.0,4.5,3.5,1.0,0.0,4.5,3.5,1.0,0.0,-0.0404485673394822,0.008704946946728137,-0.03089389204978943,0.011370504274964333,-0.16777660663311297,0.024667066556436044,-0.16983658075332642,0.03344455920159817,0.1273280392936308,-0.015962119609707906,0.138942688703537,-0.022074054926633835
2018,3,2018_03_TEN_JAX,2018-09-23,JAX,TEN,6.0,9.0,0,-3.0,2,25.5,17.5,8.0,1.0,25.5,17.5,8.0,1.0,2,20.0,22.0,-2.0,0.5,20.0,22.0,-2.0,0.5,5.5,-4.5,10.0,0.5,5.5,-4.5,10.0,0.5,0.08826206624507904,-0.11472680316707952,0.08039059676229954,-0.1116753276437521,-0.1411564580855831,0.050681016384026945,-0.1280631199479103,0.04811410512775183,0.22941852433066215,-0.16540781955110645,0.20845371671020985,-0.15978943277150393
2018,3,2018_03_SF_KC,2018-09-23,KC,SF,38.0,27.0,1,11.0,2,40.0,32.5,7.5,1.0,40.0,32.5,7.5,1.0,2,23.0,25.5,-2.5,0.5,23.0,25.5,-2.5,0.5,17.0,7.0,10.0,0.5,17.0,7.0,10.0,0.5,0.3556388427163953,0.2303111427708676,0.35986529290676117,0.23012101650238037,-0.11042235692342123,-0.05454555153846741,-0.10614219307899475,-0.05645829066634178,0.4660611996398165,0.284856694309335,0.4660074859857559,0.28657930716872215
2018,3,2018_03_OAK_MIA,2018-09-23,MIA,OAK,28.0,20.0,1,8.0,2,23.5,16.0,7.5,1.0,23.5,16.0,7.5,1.0,2,16.0,26.5,-10.5,0.0,16.0,26.5,-10.5,0.0,7.5,-10.5,18.0,1.0,7.5,-10.5,18.0,1.0,-0.07208868834349486,-0.2872856727013221,-0.07263539079576731,-0.2871861606836319,0.0,0.0,0.0,0.0,-0.07208868834349486,-0.2872856727013221,-0.07263539079576731,-0.2871861606836319
2018,3,2018_03_BUF_MIN,2018-09-23,MIN,BUF,6.0,27.0,0,-21.0,2,26.5,22.5,4.0,0.5,26.5,22.5,4.0,0.5,2,11.5,39.0,-27.5,0.0,11.5,39.0,-27.5,0.0,15.0,-16.5,31.5,0.5,15.0,-16.5,31.5,0.5,-0.002517781938825335,-0.16554751762977013,0.0002598688006401062,-0.17699125595390797,-0.37094081242879234,0.13608669310577157,-0.3661840260028839,0.15368153154850006,0.368423030489967,-0.3016342107355417,0.366443894803524,-0.330672787502408
2018,3,2018_03_IND_PHI,2018-09-23,PHI,IND,20.0,16.0,1,4.0,2,19.5,19.5,0.0,0.5,19.5,19.5,0.0,0.5,2,22.0,21.5,0.5,0.5,22.0,21.5,0.5,0.5,-2.5,-2.0,-0.5,0.0,-2.5,-2.0,-0.5,0.0,-0.03915543141572372,-0.06912649654951251,-0.04202664224430919,-0.058473240584135056,-0.040746487511528866,-0.07498920665067785,-0.03232441283762455,-0.06224820949137211,0.001591056095805149,0.005862710101165333,-0.009702229406684637,0.003774968907237053
2018,3,2018_03_GB_WAS,2018-09-23,WAS,GB,31.0,17.0,1,14.0,2,16.5,13.5,3.0,0.5,16.5,13.5,3.0,0.5,2,26.5,26.0,0.5,0.5,26.5,26.0,0.5,0.5,-10.0,-12.5,2.5,0.0,-10.0,-12.5,2.5,0.0,0.01896125286609143,-0.09675065311816854,0.01352178305387497,-0.10527879931032658,-0.005971085280179977,0.08098493505407263,-0.00723723229020834,0.07840060628950596,0.024932338146271407,-0.17773558817224117,0.02075901534408331,-0.18367940559983253
2018,3,2018_03_LAC_LA,2018-09-23,LA,LAC,35.0,23.0,1,12.0,2,33.5,6.5,27.0,1.0,33.5,6.5,27.0,1.0,2,29.5,29.0,0.5,0.5,29.5,29.0,0.5,0.5,4.0,-22.5,26.5,0.5,4.0,-22.5,26.5,0.5,0.16860107303589814,-0.2744232962064654,0.16612879186868668,-0.2932969331741333,0.2516575005218273,0.0590860550863701,0.25316692143678665,0.06417201459407806,-0.08305642748592915,-0.3335093512928355,-0.08703812956809998,-0.35746894776821136
2018,3,2018_03_CHI_ARI,2018-09-23,ARI,CHI,14.0,16.0,0,-2.0,2,3.0,29.0,-26.0,0.0,3.0,29.0,-26.0,0.0,2,23.5,20.5,3.0,0.5,23.5,20.5,3.0,0.5,-20.5,8.5,-29.0,-0.5,-20.5,8.5,-29.0,-0.5,-0.3073263777063248,0.18174468146430123,-0.3137684315443039,0.18210622668266296,-0.06098387390375137,-0.11533943017323812,-0.0617286991328001,-0.11383294779807329,-0.24634250380257344,0.29708411163753934,-0.2520397324115038,0.29593917448073626
2018,3,2018_03_DAL_SEA,2018-09-23,SEA,DAL,24.0,13.0,1,11.0,2,20.5,25.5,-5.0,0.0,20.5,25.5,-5.0,0.0,2,14.0,14.5,-0.5,0.5,14.0,14.5,-0.5,0.5,6.5,11.0,-4.5,-0.5,6.5,11.0,-4.5,-0.5,-0.1402368874385439,-0.09830006556724434,-0.13674679398536682,-0.09741556271910667,-0.021961629958379837,-0.071178955078125,-0.011350814253091812,-0.06871882453560829,-0.11827525748016407,-0.027121110489119346,-0.125395979732275,-0.028696738183498383
2018,3,2018_03_NE_DET,2018-09-23,DET,NE,26.0,10.0,1,16.0,2,22.0,39.0,-17.0,0.0,22.0,39.0,-17.0,0.0,2,23.5,25.5,-2.0,0.5,23.5,25.5,-2.0,0.5,-1.5,13.5,-15.0,-0.5,-1.5,13.5,-15.0,-0.5,-0.15287937191750506,0.13636394939591398,-0.1652958057820797,0.1357017382979393,-0.0001948873202006022,0.015456427698550016,0.0009409524500370026,0.01818324625492096,-0.15268448459730447,0.12090752169736396,-0.1662367582321167,0.11751849204301834
2018,3,2018_03_PIT_TB,2018-09-24,TB,PIT,27.0,30.0,0,-3.0,2,37.5,30.5,7.0,1.0,37.5,30.5,7.0,1.0,2,29.0,31.5,-2.5,0.0,29.0,31.5,-2.5,0.0,8.5,-1.0,9.5,1.0,8.5,-1.0,9.5,1.0,0.2762431600819463,0.08627488878038195,0.2747582234442234,0.09572427393868566,0.02822462304846033,0.09536842037649716,0.032970137894153595,0.17446182668209076,0.248018537033486,-0.009093531596115215,0.2417880855500698,-0.0787375527434051
2018,4,2018_04_MIN_LA,2018-09-27,LA,MIN,38.0,31.0,1,7.0,3,34.0,12.0,22.0,1.0,34.0,12.0,22.0,1.0,3,19.666666666666668,24.0,-4.333333333333333,0.3333333333333333,19.666666666666668,24.0,-4.333333333333333,0.3333333333333333,14.333333333333332,-12.0,26.33333333333333,0.6666666666666667,14.333333333333332,-12.0,26.33333333333333,0.6666666666666667,0.2079140361229978,-0.1422751324731599,0.20420659085114798,-0.15231624245643616,-0.121327150215223,-0.1092572879297128,-0.12427575886249542,-0.11569511952499549,0.3292411863382208,-0.0330178445434471,0.32848234971364343,-0.03662112293144067
2018,4,2018_04_CIN_ATL,2018-09-30,ATL,CIN,36.0,37.0,0,-1.0,3,26.666666666666668,28.33333333333333,-1.6666666666666667,0.3333333333333333,26.666666666666668,28.33333333333333,-1.6666666666666667,0.3333333333333333,3,29.666666666666668,25.666666666666668,4.0,0.6666666666666666,29.666666666666668,25.666666666666668,4.0,0.6666666666666666,-3.0,2.6666666666666643,-5.666666666666667,-0.3333333333333333,-3.0,2.6666666666666643,-5.666666666666667,-0.3333333333333333,0.07119515121624034,0.13053921955387768,0.07837413251399994,0.11925341188907623,0.060288355085584854,-0.04562041995761631,0.05714535340666771,-0.03553493320941925,0.01090679613065549,0.176159639511494,0.02122877910733223,0.15478834509849548
2018,4,2018_04_TB_CHI,2018-09-30,CHI,TB,48.0,10.0,1,38.0,3,21.0,18.33333333333333,2.6666666666666665,0.6666666666666666,21.0,18.33333333333333,2.6666666666666665,0.6666666666666666,3,34.0,30.33333333333333,3.6666666666666665,0.6666666666666666,34.0,30.33333333333333,3.6666666666666665,0.6666666666666666,-13.0,-12.0,-1.0,0.0,-13.0,-12.0,-1.0,0.0,-0.059779781980562934,-0.1477461542401995,-0.06033450116713842,-0.1521429599573215,0.17138781313036308,0.10632510062975761,0.18119178929676613,0.11429554503411055,-0.23116759511092602,-0.2540712548699571,-0.24152629046390456,-0.26643850499143207
2018,4,2018_04_DET_DAL,2018-09-30,DAL,DET,26.0,24.0,1,2.0,3,13.666666666666666,17.666666666666668,-4.0,0.3333333333333333,13.666666666666666,17.666666666666668,-4.0,0.3333333333333333,3,23.33333333333333,29.33333333333333,-6.0,0.3333333333333333,23.33333333333333,29.33333333333333,-6.0,0.3333333333333333,-9.666666666666666,-11.666666666666664,2.0,0.0,-9.666666666666666,-11.666666666666664,2.0,0.0,-0.09770451879208805,-0.04129218805522819,-0.08584229896465938,-0.040708704541126885,-0.08219530949225792,0.01778564453125,-0.09013146037856738,0.001365537444750468,-0.015509209299830129,-0.05907783258647819,0.004289161413908005,-0.04207424198587735
